acn,summary,primary_problem,rationale,text,group
1422019,"During descent at night, a flight crew realized their entire overhead panel was completely dark and inoperable. They discovered that maintenance had applied the wrong MEL for the defect, bypassing the correct MEL which strictly prohibited night operations.",mel,"This is classified as MEL because the primary safety hazard was the misapplication of a deferral code by maintenance, allowing the aircraft to be dispatched illegally for night operations. This perfectly matches the ""Misapplication of Deferral Codes"" repeating issue. It is not classified as Aircraft because the hardware defect was known prior to dispatch but improperly categorized. It is not Procedure because the critical failure was the specific legal and administrative deferral coding rather than a tactical checklist execution error.",Narrative 1 - 'During the arrival phase of flight. We both noticed the entire overhead panel was completely dark. As I was the first officer attempted to adjust the overhead lights. This was unsuccessful. We then reviewed the MEL. When we reviewed the MEL section prior to our 1st departure; we were under the impression that one portion of the cockpit lighting system was not working. It wasn't until the descent phase of this flight that we realized the entire overhead panel was completely dark. After we reviewed the MEL section again; it was determined that the wrong MEL was applied. The MEL below the one used carried the condition that the aircraft couldn't be flown at night. I can't imagine how anyone could see the condition of the overhead panel and apply MEL 33-11-XY. The technician that responded in ZZZ was able to fix the problem in ten minutes. This aircraft was in maintenance in ZZZ1 and ZZZ2. Why wasn't the simple fix accomplished on one of these visits instead of passing a potentially dangerous condition to the next guy?If there was an emergency or QRH procedure at night in this aircraft it could have had dire consequences.',mel
1523658,"An aircraft dispatched with an MEL for a center tank pump low-pressure warning light experienced a severe fuel imbalance enroute. The crew had to run fuel leak checklists and divert for an overweight landing, later suspecting the deferred pump was actually failing to feed fuel to the engine.",mel,"This falls under MEL because an active deferral masked a more severe mechanical limitation, resulting in significant operational degradation and a diversion. This aligns directly with the ""Operational Degradation due to MEL"" classification criteria. It is not Aircraft because the issue stems from the known, deferred component's unpredicted secondary effects rather than a completely unprompted new system failure. It is not Procedure because the crew diligently followed the checklists based on the symptoms presented by the legally deferred system.",Narrative 1 - 'Shortly after climbing through 10;000 feet and completing the Climb Check; we received a Fuel Imbalance caution. This was confirmed by the left fuel gauge indicating an imbalance of greater than 1;000 pounds and increasing. At that point; we had over 15;000 pounds of fuel in the center tank with all fuel pumps on and fuel crossfeed valve closed. We continued the climb to FL230 where we leveled to analyze the problem. During the climb; the First Officer opened up the QRH to the fuel section. Due to the rate of fuel loss from the left tank; we went to the Engine Fuel Leak Checklist. In the meantime; I advised the Flight Attendants not to start a service; as we were troubleshooting a problem. While following the checklist; we called back to the Flight Attendants to advise them of the problem; and to look at the aft left wing and engine area to see if they could detect a mist coming from either. It was already nighttime and they reported not seeing any mist emanating from the wing or engine. We dispatched with MEL Left Center Tank Pump Low Pressure Warning Light System.While following the checklist we surmised that an engine fuel leak could not be confirmed; so we called Dispatch via ARINC to connect with the Dispatcher and Maintenance Control. They were advised of the situation and a consensus was made to divert. I reminded Maintenance and Dispatch that we would be an overweight landing. By that time; the fuel imbalance grew to approximately 2;000 pounds. By our best estimates; it appeared that we were losing fuel in addition to the normal burn. I advised the Flight Attendants and Passengers of the situation and that we were diverting.The First Officer and I coordinated the arrival and approach and furthermore [advised ATC] due to the unknown nature of the problem. Enroute I turned off the center pumps and was able to get the wings in balance by the time we landed. I also noticed at that point that the fuel burn was normal during the balancing; and that the center tank pumps being off seemed to normalize the burn. We determined with the center pumps off the situation did not get aggravated. The landing was smooth and uneventful. After clearing the runway; we stopped the aircraft. The Fire Department looked over the aircraft and did not see any leaks from the engines or wings. We subsequently taxied to the gate without incident.A logbook entry was made for the fuel imbalance and overweight landing. Subsequently; Scheduling called with a reassignment for both pilots to fly one more leg; which we both acknowledged; but advised it would be a while after all parties were debriefed. A conference call was made to the Chief Pilot on Call; Maintenance Control and Dispatch to brief them on the situation. The Flight Deck Crew asked to be removed from the new assignment; which we were.Some takeaways from this situation. Both the First Officer and I had long days leading up to this assignment although we both felt fit to fly this leg. It made for a fairly long day and a busy divert. Upon further reflection after this event; I believe that the left center fuel pump may have actually had low output; regardless of the MEL; and that it may have not been able to feed center tank fuel to the left engine; if I'm analyzing the fuel schematic correctly. The pump in question did have an electrical draw when switched on. If this was the case; we should have run the Fuel Imbalance Checklist first. Although it would have lead us to the Engine Fuel Leak Checklist; had we taken the 'Fuel Leak Not Suspected' branch; and if in fact the center pump pressure or plumbing did not allow center fuel to get to the left engine; we might have been able to continue to destination with normal balancing and opening the crossfeed valve. This was not obvious at the time.',mel
1688027,"A flight crew reviewing their release for an ETOPS flight noticed an unresolved APU shutdown history that lacked a required verification flight or MEL deferral. The crew refused the aircraft, and it was discovered the plane had illegally flown at least four ETOPS segments with the undocumented defect.",mel,"Based on the updated reference guide logic, this is classified as MEL because the root cause was the failure of maintenance and dispatch to apply a required Minimum Equipment List deferral or verification flight for a known defect. The administrative omission allowed an unairworthy aircraft into ETOPS revenue service. It is not Company Policy because the specific failure point was the missing mechanical deferral documentation rather than a broad scheduling or management pressure tactic. It is not Procedure because the critical error was the legal dispatch categorization of the aircraft's status prior to crew assignment.",Narrative 1 - 'We were originally supposed to have nose number XXX/XXXX (737-800). Looking over the release I saw an entry that the APU had shutdown on [date] in LAX. It was cleared but as I was departing on an ETOPS segment I wanted some further information. I wanted to know why it had shutdown and if a verification flight was needed; and if so; had it been performed? I was patched through to Maintenance Control via Dispatch. It was discovered that a verification flight should have been performed for the APU to be re-established as on demand. Otherwise it should have been deferred under an MEL that would have required the APU to be left running until exiting ETOPS airspace until a cold soak start had been accomplished. As a result we were swapped to a different tail number which is another 737-800 and departed. It was discovered that the airplane flew at least 4 ETOPS segments from the initial problem to when we were assigned the aircraft.',mel
1686107,"An aircraft was dispatched with multiple conflicting MEL deferrals involving the APU and the Air Driven Pump (ADP), unnecessarily knocking out backup electrical systems. The crew returned to the gate to have the confusing and improperly applied deferrals amended by maintenance control to ensure a safe configuration for weather avoidance.",mel,"This is classified as MEL because the hazard was created by the improper combination and misapplication of multiple deferral codes, leading to an unsafe loss of system redundancy. This matches the criteria for misapplication and operational degradation due to MELs. It is not Manuals because the specific conflict arose from the active legal dispatch deferrals applied to that exact flight, rather than a generic flight operations handbook. It is not Company Policy, despite mention of schedule pressure, because the core technical resolution required amending specific deferral codes.","Narrative 1 - 'Our flight had the following deferrals. 21-XX-XX; 29-XX-XX-XX; 49-XX-XX. The 29-XX-XX-XX deferral required the ADP (Air Driven Pump) to be turned on at certain times. The switch was turned on and we had got the C HYD DEM PUMP advisory message and the PRESS light on the hydraulic panel. We called the Local Maintenance on the radio; and found the Air Pump CB (Circuit Breaker) was out. They advised us to push it in; but it didn't solve the problem; and advised us to come back to the gate. When we returned to the gate the maintenance guys said that [Maintenance] was going to defer the whole ADP under 29-XX-XX; which knocks out the HMG (Hydraulic Motor Generator). With the APU deferred you can't have the HMG deferred if it's required. The APU was completely fine; but deferred because the ADP valve was leaking the bleed air; according to the mechanics. They stated that they have been asking [Maintenance] to change the valve for 2 weeks. On our conference with Dispatch; [Maintenance] and the duty pilot they wound up amending the APU deferral to pneumatics only. So; there wasn't a conflict between the deferrals.Once again I believe that this is a case of improper deferrals and undue pressure for crews to take the aircraft to maintain schedule integrity. I understand that the HMG may not have been required per se for our short flight; but when the APU and the ADP deferred we were down 2 back up electrical systems and flying through a line of thunderstorms and forecasted lower ceilings. Why would a perfectly good system be deferred just because another system that can be fixed hasn't been? I think we should be erring on the side of safety; and acting out of an abundance of caution in the current climate.'
Narrative 2 - 'Upon taxi out when complying with DDG (Dispatch Deviation Guide) 29-XX-XX-XX we got an ADP (Air Driven Pump) press light and an EICAS message was generated. This was not addressed or acceptable per 29-XX-XX-XX. An inoperative ADP was improperly deferred in conjunction with the APU. After gate return 29-XX-XX-XX was amended. Additionally; the APU was deferred with 49-XX-XX. This was due to a faulty air regulation valve as we were told by Maintenance. There seemed to be a conflict within the Deferral regarding necessity of the HMG (Hydraulic Motor Generator) regardless of if we were emergency operations or not.Multiple Deferral- items with multiple (excessive) effectivity made it confusing as to what is required and when. Maintenance Control wanted to argue about the applicability and at one point tried to tell us the RAT (Ram Air) would power the HMG. This did not instill confidence in us that anything they were doing was correct. There needs to be a little more clarity as to what equipment is required when if we are dealing with multiple deferred items with regard to emergency vs non emergency operations. The deferred items were amended and the aircraft was released with the APU deferral was 49-XX-XX minus pneumatic air and the ADP was completely deferred with 29-XX-XX-XX.'",mel
1581171,"During taxi, a pilot discovered a high stage bleed valve failed closed and requested a specific MEL that allowed flight in icing conditions. Maintenance Control refused and applied a much more restrictive MEL disabling the entire left bleed system, which forced the crew to descend to 13,000 feet to avoid unforecast icing.",mel,The MEL label applies because the core of the safety event is a dispute over the selection and operational consequences of a specific Minimum Equipment List deferral. The application of the overly restrictive MEL severely degraded the aircraft's operational capabilities and pushed it into an icing hazard. It is not Weather because the unforecast icing was only a threat due to the specific degraded configuration dictated by the MEL. It is not Company Policy because the conflict centered entirely on the mechanical and legal constraints of the deferral code itself.,Narrative 1 - 'During taxi out; I had to gate return for a high stage bleed valve failed closed that I discovered during my initial taxi out. I spoke to Maintenance Control about the issue and they refused to apply MEL 36-XX-A which would have allowed flight in icing conditions. Instead; he insisted on using MEL 36-XY-A disabling the entire left engine bleed system. After much discussion and delay and trying to explain my concerns about how MEL 36-XY-A which locked closed the PRSOV (bleed valve) limiting our flight altitude to FL250 and to avoid icing conditions; not to mention flying over high terrain on a single bleed source. I explained my concerns to no avail. The only reason that I accepted the aircraft was because I believed it to be a legal dispatch and I could operate the flight safely. Also; I did not want to delay my customers any further.From a systems perspective; this MEL 36-XY-A was unnecessary and provided for many more flight restrictions. Contract Maintenance locked out the PRSOV as called for in the MEL; but after pushback and engine start; I found the left engine bleed valve still open. This necessitated another gate return creating more stress for my customers and crew. The Contract Maintenance Technician made an error in the lock-out procedure and corrected it after gate return.I have [over 30] years flying experience at this airline; [over 15 years] on the 737; and I have had this same high stage valve failure before. There is no reason in my professional opinion that this aircraft could not have operated under MEL 36-XX-A only locking closed the high stage valve.MEL 36-XY-A requires operations avoiding known and forecast icing. When release was amended with this MEL; Dispatch advised me that weather was clear with no known; forecast or reported icing conditions.As we approached ZZZ at FL250; we were approaching cloud layers that constituted icing conditions. ATC then reported MOD rime icing. We descended to remain clear of clouds and icing. We had to descend to 13;000 feet to avoid all the icing.I know that I hold joint responsibility with Dispatch in this regard; but due to the very heavy work load I was experiencing working with Maintenance Control for this departure; I relied on Dispatch for the weather evaluation.',mel
1705207,"An aircraft was dispatched with an MEL for the cockpit door electronic lock, which required the crew to use the mechanical deadbolt in flight. The pilot reported that this MEL procedure is structurally unsafe, as it completely prevents flight attendants or rescue personnel from accessing the flight deck if the pilots become incapacitated.",mel,"This incident is classified as MEL because the legal deferral instructions mandated an operational configuration that inherently degraded safety and trapped the crew. This maps directly to the ""Operational Degradation due to MEL"" and ambiguous/unsafe deferral instructions repeating issues. It is not Manuals because the problematic text is the specific dispatch deferral constraint (the MEL itself) rather than a general aircraft operating manual. It is not Aircraft because the broken lock was a known, deferred item managed administratively on the ground.",Narrative 1 - 'MEL 52-XX was in effect. After reviewing the MEL my First Officer and I noted that due to the cockpit door electronic lock being deferred that we had to use the deadbolt in the key inoperable position. The problem with this MEL is that the flight deck door cannot in an emergency be opened from the cabin. This left me with concerns that though are remote; the possibility exists that in an accident if both pilots are incapacitated they could be trapped for a period of time in the flightdeck. FAs would not be able to access the flightdeck in any way to help incapacitated pilots; nor would fire rescue with the deadbolt engaged. The only way would be through the flightdeck windows by fire rescue. The flightdeck door is a good design; however; with the electronic keypad being INOP; and with the flightdeck keyhole being purposely blocked by a metal plate on all B737 aircraft; the deadbolt in the key operable position is no longer a possibility. If the deadbolt in the key operable position were possible then FAs would be able to use a flightdeck key to override the deadbolt and open the flightdeck door in the event of pilot incapacitation. This MEL 52-XX with the deadbolt engaged does not allow for a timely response from FAs nor fire rescue to the flightdeck in an emergency.MEL 52-XX should be a non-deferrable MEL with the deadbolt in the key inoperable position. Or the key operable solution must be restored.',mel
1585804,"An aircraft was dispatched with both FMS units deferred under an MEL, forcing the crew to navigate VOR-to-VOR and manually verify waypoints. The First Officer was extremely uncomfortable with the ambiguous MEL instructions for verifying routes, leading to conflicts with ATC over RNAV procedures and ultimately a crew replacement.",mel,This falls under MEL because the primary source of the operational disruption and crew discomfort was the ambiguous and confusing text within the Minimum Equipment List deferral instructions. The vague MEL guidance on how to manually verify waypoints led to ATC conflicts and a loss of confidence. It is not Manuals because the confusion was strictly tied to the legal deferral document permitting the aircraft to fly broken. It is not Company Policy because the issue was the interpretation of the specific deferral procedure rather than management forcing the crew to fly.,Narrative 1 - 'We boarded the aircraft in Houston and were planned for a flight to ZZZ1. We noticed on the release that both FMS units were deferred so the flight plan had us essentially going from VOR to VOR. We did our due diligence and looked up the MEL and read thru the procedures. One of the procedures was to check and verify the waypoints and route. The First Officer (FO) was uncomfortable with how we could accomplish these tasks. I said I thought there were a couple different ways to do it; but he wasn't satisfied and said he was going to call dispatch. I really didn't think that was necessary but in trying to keep a happy cockpit; I didn't say anything and he proceeded to call and talk to dispatch. Initially they didn't have an answer to satisfy him; but eventually we agreed that the magnetic course on the flight plan was enough to satisfy the requirement. ATC wanted us to do a SID even though our flight plan from Dispatch was done without a SID. Clearance finally said that was fine and we were on our way. Throughout the flight; the FO seemed uncomfortable with the situation; then when coming into ZZZ1; ATC wanted us to do a STAR. I was the non-flying pilot and was running the radios. I told them we were non RNAV equipped; and couldn't accept a STAR. We were asked multiple times to accept different STARS and I said that we couldn't verify one or two of the waypoints that weren't triangulated along the route. ATC was frustrated; but I told them we would gladly fly the route on the STAR but that didn't seem to satisfy them. With all the concerns that the FO was having; I was trying to stick up for his somewhat correct point of view that we were going to be on a STAR that we couldn't legally accept with the MEL. I believe that is why Dispatch did not have a STAR on our flight plan. ATC eventually vectored us to ZZZ1. Once at the gate; the FO wanted to call Maintenance to see if they would clear the MEL since FMS's appeared to work properly. I said that was a good idea. The FO left the cockpit; a maintenance guy came and eventually did put both FMS units back in service. I was given a call by scheduling; and they said I would be getting a reserve FO because my FO was uncomfortable taking the plane in its current condition. I told scheduling that Maintenance cleared the issue; then I thought my original FO was going to come back. But according to my original FO; he said he would have come back to continue flying but the change of FO's was already done. The cause of the problem was with the FMS units being deferred; my FO was possibly a little too conservative in interpreting the pilot duties from the MEL book. The issue was resolved but I don't think he was ever completely comfortable with the situation. Maybe the MEL could have a better description of how the pilots are to verify the waypoints and routes. I think that would help to calm the nerves of some flight crew looking for better clarification.',mel
1689702,"A flight crew dispatched under an MEL for an inoperative flight deck door keypad noted that the MEL instructed them to use the deadbolt in flight, directly contradicting a physical placard that said ""ground use only."" The pilot highlighted that the MEL lacked guidance on overriding the placard and buried references to alternate access procedures.",mel,"Based on the updated reference logic, this is classified as MEL because the written instructions of the deferral directly conflicted with physical aircraft placards and lacked clear operational guidance. This maps to the ""Conflicting Placards & References"" criteria added for this category. It is not Manuals because the specific document creating the hazard is the legal dispatch deferral authorizing the broken keypad. It is not Company Policy because the hazard stems from the specific wording and contradictions within the MEL itself.",Narrative 1 - 'Downloaded the [Flight Plan] for [the] flight. This aircraft had MEL 52-XX-X applied for the inoperative keypad on the flight deck door. While the MEL was applied correctly there were several items in the procedure that raised concern.First; the MEL states the door keypad is deactivated and the deadbolt lock is to be used in flight. The placard next to the deadbolt states that it is for ground use only. The MEL should address this discrepancy and note that the placard no longer applies under this MEL. While I was told the MEL allows us to operate against the restrictions of the posted placard; this seems in direct contrast to our MEL preamble stating.Secondly; the MEL directs you to the FOM which tells you 'USE ALTERNATE FLIGHT DECK ACCESS PROCEDURES. REFER TO FOM FLIGHT DECK ACCESS / FLIGHT DECK SECURITY AND DOOR PROCEDURES / FLIGHT DECK ACCESS PROCEDURES / FLIGHT DECK DOOR.' While the information is on this page in the FOM; it is hidden within the normal procedures and does not have its own alternate header making it difficult to reference.Finally; there is no real guidance on the use of the deadbolt in flight. This should not only include a description of the operation of the deadbolt with warnings of the key inoperable position; but also a briefing. This briefing should include the entire crew on the operation of the deadbolt in normal and emergency operation with each Flight Attendant verifying they have their key.',mel
1681089,"An aircraft was dispatched with an MEL for the #2 ECAM Brake Temperature Indication, but maintenance had added multiple other brake indications to the ""work in progress"" notes without updating the primary MEL description. The pilot questioned the legality of this practice, as it prevents crews from adequately briefing the true extent of the deferred items.",mel,This is classified as MEL because the central issue is the administrative documentation and legal description of a Minimum Equipment List deferral prior to dispatch. The failure to accurately describe all inoperative components in the primary MEL text creates a severe briefing hazard for the crew. It is not Procedure because the core debate is about the legal framework and documentation of the deferral process itself rather than a tactical flight deck checklist. It is not Company Policy because the dispute is focused on the specific mechanical and legal restrictions of the applied MEL.,Narrative 1 - 'Dispatched with MEL 32-XX-XX ECAM Brake Temperature Indication(s). [Aircraft Release] showed #2 ECAM Brake Temperature Indication Inoperative.Later discovered enroute that maintenance had entered an update to the work in progress for the #2 ECAM brake temperature indication including ECAM Brake #1; #5 and #6 temperature indications to the list of inoperative indications. It is my belief I dispatched with the incorrect MEL description. I should have had maintenance include the additional inoperative ECAM Brake Temperature Indications prior to accepting the aircraft. Post flight I discussed the issue with 2 line mechanics; Maintenance Control and the Duty Officer. All maintenance personnel believed that because the MEL allows us to dispatch with one or all indications inoperative; the maintenance work update was sufficient to update the MEL and it does not matter that the MEL did not include the #1; #5 or #6 ECAM Brake Temperature Indications into the MEL description. My Duty Officer was like me; unsure.The question arises if it is legal to dispatch with an MEL and later add updates to include more inoperative items under the same MEL but with no change to the initial description. My heartache to this approved procedure is that these maintenance updates can be pages long. Pilots want to know in the MEL description what is broken so they can adequately brief their MEL operational procedures. If a maintenance update is made that includes additional items to that MEL; I believe the MEL should be updated to include all items in the description. Before I left the aircraft; Maintenance did agree to include the additional inoperative items in the next Aircraft Release. I later checked and they complied with my request.',mel
1712650,A flight crew and maintenance personnel spent 20 minutes attempting to decipher an extremely confusing fuel gauge deferral table for a Q400 aircraft. The pilot warned that the MEL table is so poorly written that misinterpreting it could easily lead to an aircraft launching with insufficient fuel and suffering in-flight starvation.,mel,"The MEL label applies because the primary safety hazard is highly confusing and poorly formatted text within a Minimum Equipment List deferral table. This aligns explicitly with the ""Ambiguous Deferral Instructions"" repeating issue. It is not Manuals because the flawed text is specifically the legal deferral documentation used to dispatch an aircraft with broken equipment. It is not Human Factors because the crew recognized the ambiguity and safely resolved it, proving the table itself was the hazard rather than pilot proficiency.",Narrative 1 - 'Reference Q400 MEL 28-XX-XX:The table needs to be more explicit and the pilots need instructions as to how to utilize the table. It is extremely confusing.After a call to the [Chief Pilot] (and 20 minutes of discussion with him; my First Officer; and a maintainer) we determined the fuel from the nacelle (refuel/defuel) panel for the inoperative/malfunctioning gauge should be written in 'A'; and the fuel from the operative gauge should be listed in 'B'. The table can be misinterpreted as written and can lead to operating a flight with less than required fuel. Small mistakes can lead to fuel starvation in flight. Write detailed instructions on exactly what needs to be written in each block.',mel
1687428,"A flight was delayed and passengers deplaned due to extreme heat caused by a ram air fan deferred under an MEL. The crew ultimately refused the aircraft, leading to a hostile confrontation where the Gate Manager verbally abused and threatened the crew for extending their legality.",mel,"This is classified as MEL because the root cause of the operational disruption and subsequent conflict was the severe environmental degradation resulting from an active MEL deferral. The deferred equipment created an unsafe cabin environment that forced the crew to reject the aircraft. It is not Company Policy because the precipitating technical hazard was the specific application of the ram air fan deferral, rather than a broad scheduling directive. It is not Environment - Non Weather Related because the extreme heat was internally generated by the deferred aircraft system, not external ambient weather.",Narrative 1 - 'Aircraft had a MEL of the left ram air fan. As final gate departure preparation occurred aircraft became extremely hot both on the interior and within the systems. System temperatures exceeded limits to continue and we had to stop the operation in order to lower the temperature of the aircrafts electrical systems. Additionally; cabin temperatures became extremely hot to the point that passenger safety was at risk. The Captain made the decision that in the interest of safety to the passengers that they should deplane. The Gate Manager tried to override the Captain's decision but passengers [were] already in the process of deplaning. The Captain made the decision that in order to take that aircraft the mechanical problem would have to be repaired. The company made the decision to change aircraft to another jet that was coming in from Europe. We waited for it to arrive and began preflighting the aircraft. On arrival Ground Personnel noticed speed tape around the radome that was peeling back in several places. Maintenance was notified and they began repairs. As the flight was prepared for departure we started approaching our MOT (Maximum Time Off) time. As that time got closer we received the logbook and the door closed 7 minutes prior to our MOT time. At that time; prior to brake release we received a status message of Integrated CLG Recirc Air. This message would have to be addressed by Maintenance and would definitely go beyond our MOT time. We contacted Dispatch and the decision was made to delay the flight until the next morning.At that time the Gate Manager entered the cockpit and began to berate the three of us. He accused us of knowingly and falsely creating mechanical issues and walking out on the flight when we could extend our legality. He threatened us with our jobs because he believed we were recording him. There was no recording going on. Cell phones were being used to check Sabre for flight details and scheduling. Finger pointing; loud language; accusations and threats were all part of this beratement and we all were shocked at the level of unprofessional conduct.',mel
1728524,"A pilot refused an aircraft that had been flying with chronic hydraulic fluid transfer issues due to an illegally applied MEL. Maintenance Control admitted the issue was a long-term deferral, resulting in the aircraft operating in an unairworthy condition.",mel,"This report falls under MEL because the primary safety hazard is the illegal and incorrect application of a Minimum Equipment List deferral to bypass a chronic hydraulic issue. This matches the criteria for misapplication of MEL codes and improper maintenance deferrals. It is not Aircraft because the core issue is the administrative abuse of the deferral process rather than a sudden, unprompted mechanical failure in flight. It is not Procedure because the issue highlights a systemic misuse of the MEL by Maintenance Control rather than a simple, isolated tactical error.",Narrative 1 - 'Aircraft X has been flying around with chronic hydraulic fluid transfer between system A and B for months. I refused the aircraft due to mis application of MEL 29-XX. It turns out I was correct about the part replaced due to this incorrect MEL. It was not the problem. The part was the system a fluid level sensor. This aircraft has been and continues to fly in revenue service in an unairworthy condition. This aircraft needs to be grounded and positive corrective action taken. By [Maintenance Control] admission; this is a long-time recurring issue. The [maintenance log] as well shows a 'deferral' for 28 days as of today. It's actually been longer than that by my observation. In summation if the above is not sufficient to ground this aircraft; there is no MEL relief for hydraulic fluid transfer between sys A and B and [Maintenance Control] admits this is a 'deferral '. An illegal deferral. This recurring over full condition is also unsafe and violates the placard on the hydraulic fluid reservoirs.',mel
1477660,"A flight crew was assigned an aircraft with a deferred center fuel pump, but the MEL required the center tank to be empty, which it was not. Maintenance personnel attempted to pressure the Captain into accepting the illegal configuration before dispatch and maintenance control intervened to formally change the MEL.",mel,"This is classified as MEL because the explicit conflict centers on the legal requirements, restrictions, and ultimate modification of a specific Minimum Equipment List deferral. The crew had to fight pressure to dispatch the aircraft in direct violation of the MEL's written limitations. It is not Company Policy because the conflict was resolved by strictly adhering to and modifying the specific MEL rather than highlighting a broad management scheduling flaw. It is not Procedure because the maintenance workers deliberately tried to persuade the crew to violate the rule, rather than making an accidental execution error.",Narrative 1 - 'We were assigned an aircraft with the left center fuel pump deferred. The deferral; stated under flight planning restrictions that 'Center fuel tank must remain empty'. Upon arriving to the flight deck we discovered there was 480 lbs of fuel loaded in the center tank. I called hub maintenance to inform them of the center tank fuel and that the MEL requires it to be empty. A mechanic appeared shortly thereafter and wanted to transfer the center tank fuel to the wing tanks. I told him that the wing tanks were full and that probably wasn't possible. Passengers were then boarded for departure. I called maintenance and asked if they intend to drain the center tank fuel and to please let us know because the passengers would then need to be deplaned. At that point; a different mechanic came into the flight deck and inquired about our issue. He told us that there isn't a problem because the 480 lbs is unusable fuel and we are good to go. My response was the MEL says the tank must be empty and I was unwilling to accept the aircraft with it's current fuel load. The mechanic commented that this will require the center tank fuel to be drained. I was concerned that the situation was not properly being addressed. I called my dispatcher; informed him of the situation; and requested a phone patch with [maintenance]. Both the dispatcher and [maintenance] agreed that operation under the current MEL required the center tank to be empty and we were not legal to depart with the 480 lbs currently in the tank. [Maintenance] suggested changing the MEL which allows a center pump deferral with fuel in the center tank. I agreed and after the call I informed maintenance that [maintenance control] would be calling them with a deferral change. Minutes later another [company] employee came into the flight deck and only after I asked who he was; identified himself as a maintenance supervisor and asked what the problem was. I explained the situation and told him that after consultation with dispatch and [maintenance control] the problem had been resolved with an MEL change. The supervisor left the flight deck.While waiting for the new MRD and RLS5; a flight operations representative appears and asks if he could help and if we had all the tools needed. I explained the issue and the solution. He commented that operations thought we were legal with the initial deferral and fuel in the center tank because 'the pumps needed to be covered with fuel.' This entire process from start to finish took 1:20. The new MRD and dispatch release were received and we departed uneventfully.What I didn't state in the original report is when maintenance figured out they would have to drain the center tank to satisfy the current MEL; they essentially paraded a line of people to persuade me to take an airplane that I knew was in violation of the current MEL.',mel
1832887,"After an aircraft diverted due to a cargo fire warning, a dispatcher used a specific MEL to clear the aircraft for departure by resetting a circuit breaker. The dispatcher later realized they had missed a step in the confusing MEL and should have deferred both the forward and aft cargo pits under a different MEL code.",mel,"This incident fits the MEL classification because the primary failure was the misapplication of a confusing Minimum Equipment List deferral code during dispatch. The dispatcher misread the specific constraints of the MEL, leading to an improper release. It is not Manuals because the error was directly tied to the legal deferral of inoperative equipment for dispatch, which is the specific domain of the MEL category. It is not Human Factors because the dispatcher attributes the mistake to the highly confusing and poorly structured layout of the MEL itself.",Narrative 1 - 'Aircraft X called while in flight. He had a momentary fire warning light for the aft cargo pit. I advised him to follow the QRH and he subsequently diverted to ZZZ. NOTE: The B fire protection system was currently on MEL so the current fault was on the A side. He also told me that the discharge light was on which seemed odd to me because he didn't activate. Once the aircraft landed in ZZZ; I had contract maintenance pull and reset CB per maintenance notes in MEL XX-XX-C; which is what I used to get the airplane out of ZZZ. I missed step D of the MEL which should have had me INOP BOTH the forward and aft pits because one of the bottles is used. I thought because we still had a good bottle; I could dispatch with the aft pit empty. It appears that I should have used MEL XX-XX-B and deferred BOTH forward and aft pits. I found this MEL to be very confusing. XX-XX-C. The system has two fire bottles.',mel
1693566,"A Captain refused an aircraft dispatched with MELs deactivating the right bleed system, citing safety concerns over weather and marginal alternates. In response, company management penalized the crew by removing them without pay, prioritizing the legal MEL over the pilot's safety assessment.",mel,"The MEL label applies because the core of the dispute and safety concern is the operational consequence of dispatching an aircraft under a specific, highly restrictive Minimum Equipment List deferral. The crew evaluated the MEL against the ambient conditions and deemed it unsafe. It is not Company Policy, although management retaliation occurred, because the specific trigger and focus of the safety report is the danger of the bleed system MEL itself. It is not Weather because the weather was only a compounding threat to the degraded aircraft configuration dictated by the MEL.",Narrative 1 - 'During preflight we discovered MEL 36-XX and 36-XX which deactivated the right bleed system. After discussing the MEL and the weather; Captain (CA) X decided to not accept the aircraft; a decision both FO's (First Officers) agreed with. The weather at the destination was not great; and the enroute alternates were also marginal. If we experienced any issues with the remaining bleed system; we would be unpressurized (unless/until the APU started and we descended below 230); and without ice protection; at night over the North Atlantic. The aircraft had two fume events the week prior causing diversions. No attempt was made to fix the aircraft and it had been flying for 7 days with these MELs.CA X called Dispatch and informed them he would not accept the aircraft and then called CA Y (ZZZ Chief) and discussed the situation with him. He was initially very positive and supportive of our decision. Some time went by while we waited to hear what the plan was going forward. Eventually Crew Tracking called CA X and informed him he would get a missed trip and only he was getting removed. We told Tracking that none of us were comfortable and we all wanted to be removed. After another discussion with CA Y the missed trip was changed to a 15 removal code and we left the aircraft and a reserve crew was called out.CA Y called us all individually and explained that we would not get paid. His explanation was the flight operated; therefore no cancellation and RO (Relief Officer) pay for us. It amounted to 'because the other crew took the flight; you won't get paid'.I am still in shock at his explanation and that this is happening. We were threatened with a missed trip and lost pay because of a safety concern. We do the right thing and voice a safety concern; something I have heard repeatedly from [Company] that we are supposed to do; and are now being penalized. Never in almost 30 years of flying have I seen such a blatant 'pilot-pushing' situation. Safety is clearly taking a back seat at [Company] right now and I am deeply concerned by this.The MEL needs to be revised. [Company] needs to support the pilots when a decision about safety occurs before someone gets hurt. [Company] Management needs to start fixing airplanes instead of allowing unsafe MELs to be carried for days.',mel
