,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1608411,mel,This [report] has three parts: a deferral that was done incorrectly; a sign-off that doesn't reflect reality; and an MEL (Minimum Equipment List) card that contains incorrect information.The right thrust reverser was deferred under MEL [Number] on log page [Number]. The maintenance procedure calls for two breakers to be pulled and collared: the 'R ENG SYNC-LOCK or R ENG SYNC-LOCK CONT' on the P11 panel and the 'R ENG SYNC-LOCK ALTN or R ENG SYNC-LOCK CONT ALTN' on the P6 panel. However; Maintenance pulled and collared the wrong breaker on the P11 panel. They pulled breaker B-30; labeled 'Right T/R CONT ALT'; when they should have pulled breaker K-32; labeled 'SYNC LOCK'. Attached picture 'P11-1' shows the correct breaker (collared); and attached picture 'P11-2' shows the incorrect breaker (after the collar was removed).I asked a local mechanic who was in the cockpit for other work to check these breakers against the MEL. He said they were correct. I called [Maintenance Control] for a second opinion. [Maintenance Control] said they were incorrect and said he would send local maintenance back to the aircraft. I then made a write-up (log page [Number]) about the incorrect breaker being pulled and collared. A different mechanic came back to the cockpit at that point and corrected the breakers.However; when they signed off my log entry about the incorrect breakers being pulled; they entered the corrective action as 'verified correct CB (Circuit Breaker) for MEL'. This is false. They did not verify that the correct breakers were pulled; because the correct breakers were not pulled. This sign-off implies they did the procedure correctly in the first place; and that's not true. The local maintenance controller even told us on the radio 'nice catch.' Sign-offs need to reflect actual work performed; but this one appears to be an attempt to hide the fact that a mistake was made on the initial deferral.That brings me to the MEL card itself. The instructions say the breaker on the P6 panel is labeled 'R ENG SYNC-LOCK ALTN or R ENG SYNC-LOCK CONT ALTN'; but that's not what the labeling says in the airplane. See attached picture P6-1. The actual labeling is 'R ENG SYNC LOCK (BAT BUS)'. So the MEL card is incorrect here. I also believe that this contributed to the mistake that maintenance made in the initial deferral as described above. Because the breaker labeling on the P6 panel ends is 'BAT BUS' instead of 'ALTN'; I think they were still searching for something that said 'ALTN' or 'ALT' and that led them to pull the wrong breaker on the P11 panel.My suggestion for preventing these sorts of issues is to have the MEL state exact grid location for the breakers instead of generic labeling. I understand this may be problematic because grid locations can vary among aircraft of the same type; but that would still be a better system than something that results in the wrong breaker being pulled and collared in a deferral.,
1608778,mel,During preflight; I was reviewing the MELs which were both applied to a seat. On the sticker located in the cockpit; the description was labeled 'Seat X INOP'. In the Summary of deferred items sheet; the MEL (Minimum Equipment List) 'Description of item deferred' said 'Seat X Inop'. There was also a 'DO NOT OCCUPY' placard on seat. After reviewing the MEL in our manual; it appeared to me that the seat could be occupied. However; I was very concerned with the fact that we had three cues clearly indicating the seat was inoperative and should not be occupied (the sticker; the summary of deferred items sheet; and the DO NOT OCCUPY placard). The write up 'action taken' column also described 'Deferred Seat X IAW (In Accordance With)...' for the write up 'Seat X; Arm Rest Broken'. I called Dispatch and Maintenance Control. Maintenance Control reviewed the MEL with me and believed that the seat could be occupied as well. I questioned why we had so many things pointing at the seat not being occupied. He was not sure but told me to just remove the DO NOT OCCUPY placard. I hung up but called back one minute later and told him I would be more comfortable with Maintenance doing this task. I additionally wanted them to take a look at the armrest/logbook to ensure that everything was legal and safe. Maintenance was on board the aircraft. He reviewed the MEL and wasn't sure if the seat could be occupied or not. He called his supervisor. It was at this point I realized that there seemed to be some confusion with this MEL so I asked to talk to the on-duty chief pilot. [He] told me that the FARs required that armrests be down for takeoff and landing; so since this one was missing; we should defer the entire seat. Maintenance Control disagreed with this and said this was a proper deferral. The Maintenance Supervisor then arrived and also reviewed the seat and MEL. He found conflicting information in the manual. Under Maintenance (M); the MEL seems to suggest a complete seat deferral if the aisle armrest is 'inoperative' and unable to be secured upright or placed in the fully down position. He interpreted 'inoperative' to be the same as missing or removed (as was the armrest). In the end; [he] contacted multiple people including [Maintenance Control]; chief pilots; manager of compliance; etc. It was determined that MEL was the proper and legal MEL and that the seat could be occupied. However; the aircraft was not full so no-one occupied the seat regardless. From a flight ops standpoint for me; the primary source of confusion was the fact we had so many things pointing at a complete seat deferral even though the MEL still technically allows the seat to be occupied. There seemed to be a lot of confusion between different departments and we had a lot of people involved in sorting through this issue. I wanted to ensure everything was legal and safe before departing. I think that MX (Maintenance) could have done a better job with deferring this armrest which was the root cause of the confusion. It looked as if they had deferred the seat. I also think our manual could be more descriptive for maintenance. Is an aisle or middle armrest 'inoperative' if it is removed? I believe you can't 'operate' an armrest if it isn't there; which would have led me to believe both the aisle and window seat should be deferred completely.,
1610085,mel,Originally; the MEL was designed to take a broken but flyable plane from a non-maintenance facility to a hub where it could be repaired. Now it is used to push broken planes all over the world for weeks until there is a perfect time to repair them. This was never the intent of MEL. Today we were dispatched a plane with no [fuel quantity] totalizer capability. Therefore the only way to know if there is a fuel leak is to look overhead (no forward EICAS gauges on 757 fleet); then add the two tanks together for a total fuel. This must be done continuously and is unrealistic on this plane. The FMC only calculates the fuel based on what is 'supposed' to be on board based upon fuel burn and original total fuel entered by the crew. There is no warning for a fuel leak.  If the crew forgets to look up overhead and add the two gauges together; then compare with expected fuel; they will never know there is a leak until it is dire. Why accept an MEL which sets pilots up for failure? It was never the spirit of MEL.,
1610676,mel,We arrived to the gate and waited for maintenance to work on the plane. Once they finished and all the paper work was legal we reviewed all the MEL and do the procedures to accomplish the pre departure; we noticed that the weather will be cold in ZZZ and we were sure that the wing anti ice system will not affect our operations.The Check Airman told me to do an GPS approach on Runway XX and be signed with the item during training. We build the approach on the FMS and I briefed the GPS XY approach and we took the special considerations about weather and turning on the wing anti ice and cowl anti ice system; the top of the clouds were at 3;900 feet. Before get into bad weather conditions we turned on the wing and cowl anti ice and was working in proper way; but once we touch the top of the clouds at 3;800 feet the left wing anti ice amber message appears. I said to the Check Airman 'my controls; my radios; run QRH for left wing anti ice' few seconds after the right wing anti ice amber message appears; we run the QRH and left ice conditions with a Go Around; we were instructed to 3000 feet and we used the approach power to climb because the TOGA power set was not enough; we noticed that the windshield wiper was with about one inch of ice and the plane feels heavier; at 3;000 we were still on icing conditions so we asked for high altitude. They gave us 6;000 feet. Once we cleared the clouds we asked for a hold to check the weather around. We build the hold and once in the hold we re run the QRH and look for different airports; ZZZ1 was overcast 1000 ft.; ZZZ2; ZZZ3 and all the airports nearby were with the same weather.Once we were on the air and over 10;000 ft. we checked the wing anti ice system and it was working in proper way; and we decided to continue to ZZZ because we did not have any indications about system working in not proper way. We flew fast to go back on time for passengers comfort.Once on the holding we [advised ATC] and asked for assistance on the ground. We build the ILS approach Runway XZ and briefed to land at flaps 20 after running the QRH for ice dispersal procedure and the Check Airman took controls over the situation; we briefed that the spoilers will be deployed because we need extra power to keep the engines keeping hot the wings and dissipate the ice. Once established on the localizer I switch to green needles and we realized that we did not transfer the autopilot so we transferred to the right seat and continued the approach. We brief that the spoilers will be out during icing conditions to keep high thrust setting. We stowed the spoilers once out of icing conditions and that was about 700 feet. Then standards call outs at 500 feet and 100 above. We landed inside the touch zone. Do not dispatch airplanes with any anti ice system deferred if is know ice conditions,We received this airplane late; our original airplane was reassigned to a different flight. When this aircraft arrived the deplaning crew said that they had a wing anti ice message followed by a wing overheat caution. Maintenance was on the way. Maintenance deferred the valve under 30-XX-XX-X and we departed into known icing conditions; it was legal per the Mel. This Mel only provides one bleed source to heat both wings via the cross valve We departed no issues; above 10000 feet we elected to turn on all the anti ice at both climb and cruise power setting. The anti ice worked for all power setting and for a least one minute in VMCWe flew fast for passenger accommodation; the weather at our destination wasn't great but it wasn't horrible either. We were planning on doing an Rnav approach so I could sign the student off on non precision approach. The weather stayed consistent with the winds dying slightly but still gusty. We briefed requested and accepted the rnav Runway XX. The winds at the time may have been 250 with winds possibly above 13 or 17. The crosswind factor vs head wind factor was the reason we accepted the shorter runway; we still had 7000 feet of pavement with a significant headwindAgain ceiling were approximately 3300 to 900ish. We were vectored for the approach. We anchored the fix appropriately and were setup correctly I the fms for a baro approach; life is looking good we are going to get this guy signed off.We were descending on the base into IMC and completely configured before going into IMC we were on ref and somewhere between the base turn and the 45 degree to intercept the course and cleared for the approach we received our first l wing anti ice message. ICE was very closely displayed annunciated and building on the wipers at the same time. The ice was building fast. As we were establishing but cleared for the approach we got the second wing anti ice caution. We were also approaching ZZZZZ but still on the intercept but fms had captured. Somewhere in here I went for the qrh and assigned radios and flying duties. I had enough time to run the qrh to the point it said leave icing conditions. We went around and climbed using Approach thrust the airplane was very heavy and there was at least an inch of ice. We were cleared to 3000 feet by Tower. Executed go around set thrust; I pushed it to approach because of how heavy the plane felt and I could hear the ice outside; I knew it was covered in ice. Climbed [and] leveled at 3000 feet ice was still accumulating we were accelerating. Asked and got ZZZZZ1 from approach. As soon as we speed up in vmc the ice dispersed. We asked for vectors and eventually got a present position hold. In the hold we reran the qrh and followed the double wing anti ice Amber cautions messages into the ice dispersal procedure that eventually led us to land at flaps 20 with ref45 plus 20. Before we concluded that the best plan was flaps 20 we also asked Dispatch for any field that had a higher ceiling.  Then there was ZZZ1 that had nothing significantly better 010. We looked at ZZZ2; ZZZ3; ZZZ4; and ZZZ1 via acars; all not better then ZZZ. We decided that we didn't want to go for an unknown with 5600 pounds. Fuel at go around was approximately 6300 lbs. So we held accepted what we had to do and accepted that the procedure would keep our passengers safe. We built the approach briefed it used the ref from the 71000 lb card. We used the in flight landing distance and needed about 4900 feet. We were in contact with Dispatch; I dont think we told them of the hold but the hold was our doing so we could figure things out. We called the FAs (Flight Attendants) after the go around and gave them an everything is under control quick talk and did the same thing for the passengers. Before leaving the hold we had declared and asked for the trucks to roll and I gave the test items to the FAs with the instruction not to tell passengers what's going on and not to brace and weshould be on the ground in 9 minutes or less. The next chain of events was so fast that I don't remember their correct order or their correct deviations from non normal procedures that I did. We were going to do the ils to XY.I elected that I should make the landing and fly the approach so I took command of the autopilot. With all that was going on we forgot to transfer the autopilot; this error was discover by the other pilot at a very critical moment. The error that followed the failure to transfer was catching the glideslope approximately one to two miles after but not more then 200-300 feet. I used an abnormal procedure to fly this approach. We were an emergency aircraft and I wanted to stay high for as long as I could. I had figured at this time that the reason we were getting the messages for wing anti ice was because the icing conditions were so bad our wings weren't staying hot enough and causing the notification. I used vertical speed 0 and was joining the final approach course in white data planning/ relying on the auto transfer. I wanted to join in white because it's more accurate. What I didn't realize at the time was the other pilot was in green and when I went to approach mode the plane went to roll mode pitch mode; the other pilot hit the transfer button I switched to green and used vertical speed to catch the gs I had to set faf alt minus an amount less the. 500 greater then 300 for everything to sync.I stayed above the clouds to the last minutes to use approximately 2000 FPM in IMC. I descended at 200 with boards out flaps 20 and gear down to keep the wings hot. It worked for not long both messages popped up and you could hear and see the ice building rapidly. I kept the speed up and the power up with the boards out. We had briefed my use of the boards under 1000 feet. The other pilot was not to let me land with the board out or take his hand off boards till they were up. I flew the aircraft in the above non standard configuration and speed until about 900 feet when we saw the runway. I believe I was on speed ref45 plus 20 with the boards up by 800+/-200 feet. There was a float to the end of the touchdown zone we did land in the tdz but it was the end of the zone. I applied smooth firm brakes used max thrust till stopping assured below 60 cold emergency gave the airplane to the other pilot taxied to the gate without incident.I did an exterior inspection of the plane upon reaching the gate to only find minimal ice on the airframe. I did cross the numbers at ref45 plus 20. I did make an automation error. I did fly above the speed required on the approach to mitigate the ice. I did use a higher then normal descent rate to minimize the ice. We still got ice build up despite the efforts. I did think the ZZZ was the best bet for all factors involved. I do think the Mel needs to be changed. We did use the longest runway. I hound the have gone into icing with one anti ice source. Do not allow aircraft to be dispatched into known icing conditions under this MEL
1628625,mel,I noticed during preflight that ECAM status page inoperative system column reflected: Fwd Cargo Heat. Aircraft already was carrying MEL 21-XXA. This MEL did not address this specific item in the inoperative system column. Approximately 30 minutes prior to departure; I asked Maintenance to come to the aircraft. When the maintenance person arrived; I explained my concern that the MEL did not specify that 'Fwd Cargo Heat' would be itemized on the status page. MEL only mentioned no live animals or temperature sensitive cargo in forward cargo compartment. The maintenance person ran some tests and made the following statement: Forward Cargo Heat only shows up when the hot air push button sw (Switch) is selected off; so wait to select the hot air push button sw to off. I said that was ridiculous as it does not comply with the MEL. MEL specifies to select hot air push button sw to off during cockpit preparation. The maintenance person said that he didn't know what to tell me. I suggested that if 'Fwd Cargo Heat' was in fact a correct item for this MEL; to make note of it in the AML (Aircraft Maintenance Log); so that I am covered and future crews do not question it as well; since it is not addressed in the MEL. Maintenance person said no he couldn't do that. I suggested a simple notation on the white placard. He said no he couldn't do that. So; I put an entry in the AML stating: 'During preflight; ECAM inop sys: fwd cargo heat. Why? MEL 21-XXA does not address this.'He takes AML and sometime later comes back to plane with the following action taken in AML: ' fwd cargo heat checked and approved for deferral per MEL. Entered on mic. Auth# [XXXX]. Deferral item 21-XXB. Cont#[XXXX] Employee #[XXXX].' I reviewed added MEL 21-XXB; noting that this Mel states under (o) (Operations) procedures to: check that the hot air pressure regulating valve is 'indicated closed'. However; MEL 21-XXA states to check that it is 'closed amber.' The cond sd page showed the valve as closed amber. I asked the maintenance person if 'closed amber satisfied the MEL 21-XXB requirement of 'indicated closed.' I explained that I am not going to assume that amber is correct when possibly green is the correct indication for MEL 21-XXB. He stated that MEL 21-XXA takes precedence. I disagreed; explaining that each MEL must be complied with in its entirety. He disagreed. So; I put another entry in AML stating: 'Please confirm that hot air press reg valve indicating closed 'amber' complies with MEL 21-XXB. MEL 21-XXB stated to verify 'indicated closed.'' He takes AML and sometime later 2 maintenance persons come back to plane with the following action taken in AML (exact wording): 'comply with MEL 21-XXB on display page sys ECAM verify and o/h button off in I.A.W. MEL ok for contuted service tech sys notified.' I stated that this sign off does not address my write up; as it does not state that 'amber' is correct. I asked them why they didn't sign it off by stating clearly that 'amber' is correct? They stated they aren't allowed to state that. I called Dispatch; explained the issue; and Dispatch transferred me to [Maintenance Operations]. [Maintenance Operations] immediately tried to tell me that MEL 21-XXB stated 'closed amber.' I corrected [Maintenance Operations] stating that this MEL stated 'closed.' [Maintenance Operations] then stated that MEL 21-XXA stated 'closed amber' so he will assume that it is correct.I explained that I was fully aware of that wording for Mel 21-XXA and I was not going to assume that amber was correct for Mel 21-XXB. If amber is in fact correct; I asked that the AML be signed off stating that amber is correct; since the MEL is written quite unclear. [Maintenance Operations] said they couldn't sign it off any other way; as it would be outside the boundaries of complying with MEL sign offs. I disagreed and stated that they are required to answer clearly any question a Captain has written up in the AML. [Maintenance Operations] disagreed and stated that if Mel 21-XXB was the only MEL that I would not have an issue. I disagreed and stated I definitely would have since amber wasn't specified in that MEL. [Maintenance Operations] then stated that this conversation is over. I handed the AML back to the maintenance persons and stated that I am refusing the Aircraft per my FOM (Flight Operations Manual) as I am not satisfied that it is safe or legal. They left with the AML. I called [ZZZ Director of Flight Operations]; Chief [Pilot 1]; Chief [Pilot 2] and Duty Pilot. Duty Pilot called back. I explained the situation. He stated that he was talking to [Maintenance Operations]. Sometime later another mechanic arrived with the AML. I had the Dispatcher on my phone so that Dispatcher could hear my conversation with this mechanic. I asked this mechanic if it would be alright to let the Dispatcher listen in. He said yes. I explained my concern to this mechanic. He seemed receptive. He left with the AML. He returned sometime later with additional maintenance papers that explained valve positions and colors. I explained to him that all that I needed; all that I ever needed was a confirmation on the fwd cargo heat inop sys ECAM (with an AML notation somewhere) and now all I need is a confirmation on the amber indication. I stated that if you feel that amber is correct and you can state it in AML; I will take the plane. He wrote in the AML (actual wording): 'per AMM (Aircraft Maintenance Manual) 31-XX-XX description & operation hor air sov valve closed & green and amber indication on ecam both indicate valve is fully closed and meet Mel's 21-XXA and 21-XXB ok for continued service Employee # [XXX].' We then pushed 2 hours and 25 minutes late. I explained the above proceedings to Dispatch on a recorded line. I sent a message to Dispatch via ACARS explaining my last write up and my concerns. There is no explanation other than blatant disregard for a Captain's concern of operating legally and safely. Maintenance inability to hold an intelligent conversation with a flight crew. Line maintenance and [Maintenance Operations] handled my concerns with complete incompetence. There's no excuse. They should be held accountable. I was dealing with maintenance for 2 hours and 30 minutes. Line maintenance in [ZZZ1] and [Maintenance Operations] clearly have no interest in acting in a professional; legal; and safe manner with a flight crew's concerns....telling me to wait to turn a switch off; telling me that one MEL overrides another; telling me that they can't answer a Captain's question clearly in writing; telling me that it would be outside the boundaries of MEL compliance to do so; applying MEL 21-XXB to the plane when possibly it wasn't supposed to be applied (if it was; why was it not already on the plane?); and taking 2 hours and 30 min to get a sign off (from a fourth mechanic) that [Maintenance Operations] stated that they couldn't legally do. The flight back from ZZZ2 on this plane was delayed as well. Over 200 passengers.,
1645133,mel,We were late arriving for what was already a tight connection and aircraft swap in DEN. Upon reviewing the release; I realized MELs were applied. After reviewing them; I was concerned about how to comply with two provisions of one; specifically how we would comply with the reduced thrust provision during climb out. I contacted the Dispatch and delayed the departure. Dispatch initially conferenced Maintenance Control; who said 'we should just use the MCP'; which was obviously not correct. Another pilot suggested manually setting the N1 bugs; but that only changes the display; not the commanded thrust. Another conferenced pilot said we wouldn't be anywhere close to max continuous on climb out; which is also not true - CON and CLB are substantially different at low altitudes; but climbing through the twenties they converge and become the same. Finally after consulting with multiple management and test pilots; it was agreed that we could use manual thrust settings to accomplish the MEL. Once we became airborne; it was obvious that this MEL was a substantial distraction. In addition to manually setting the thrust during climb so as to stay 1.1% below the N1 limit; one has to continually do math as the limit changes and reset the thrust levers; adding another task to monitor. At cruise; FMC max altitude predictions are also off; since the full rated thrust of engines is not available. This was accounted for in the flight plan weight penalties; but could catch a crew off guard if tempted to climb higher for any reason. There is no mention of this in the MEL. Later; the Chief Pilot contacted me and told me Boeing engineers said the Auto-throttles automatically compensate for this issue and there's no problem as long as Auto-throttles are engaged. We tried turning on the anti-ice in flight and it was obvious that the N1 (and therefore the Auto-throttles) adjust Max N1 for engine anti ice based on SWITCH POSITION; not the fact that the valve is locked open. I feel this MEL is at best poorly worded if it took me 25 minutes to get a verdict from the Dispatch about how to comply with it. At worst it invites multiple distractions. The airplane sat overnight at DEN with this malfunction but was not repaired. In the future; I would think twice about accepting this MEL with any challenging weather or other circumstances.Additionally; if a max thrust T/O is required above 10C; how do we know performance is assured with manually reducing T/O thrust 1.4% below what's shown on the Operations Manual?,
1656136,mel,On [date] I went out on a last minute gate call with several technicians about a panel missing on the left wing. The number 2 slat inboard slat tab cover was missing. I don't remember if I found CDL (Configuration Deviation List) card number [XXXXXX] or Maintenance Control directed us to the card. I made an entry into ELB (Electronic Log Book) stating the location of the missing tab. The chart on the CDL card [XXXXXX] lists 12 tabs in a table with a different CDL number for each tab under a heading of deferred position. The number 2 slat inboard tab would be position 4. That is why I applied or was directed by [Maintenance Control] to apply CDL XXXX. I don't remember if I or [Maintenance Control] came up with the CDL number. I see now that there is a note on the CDL card stating deferred position above refers to the quantity of the slat skin tabs missing; not the slat number. I don't see why the chart on the CDL card says deferred position and not something like number of tabs missing. This card has been revised during the last MEL (Minimum Equipment List) update and I don't know if this was current CDL card was the one I was using or the previous version. I would like to know when it was revised; when it was downloaded to the Ipads and what were the changes made to it. Unfortunately I don't remember many of the details of this gate call. Recommend changing the CDL card chart from deferred position to number of tabs missing.,
1664942,mel,I was the Captain; and Pilot Monitoring on flight to CVG. Upon arrival to the aircraft and subsequent walk around performed by myself; I noted that the inboard forward brake on the right main gear truck appeared to be disconnected. This was after receiving a tire change due to prior events. Upon discussion with our Mechanic I was informed that they had disconnected the brake and we would be operating according to MEL 32-XX-XXX 'Wheel Brakes Brake Line Capped'. The FO (First Officer) and I reviewed the DDG (Dispatch Deviations Guide) together to ensure compliance in operation. Among other things this DDG states that; one brake may be inoperative provided the anti-skid system operates normally on the remaining wheels. At this time we still had not received any paperwork from station personnel; and I subsequently notified Dispatch of this so they could get the proper revision out to us as soon as possible. We received our paperwork finally at around XA:00. After further review of the paperwork and final flight deck preparation we were able to close and push back at XA:35. We taxied to [the] runway for departure and subsequently departed at XA:59. Per the procedures on the DDG 32-XX-XXX; we started the clock for a 2 minute count after calling positive climb in order to allow the wheel with disconnected brake to spin down before retraction. We retracted the gear and continued normal flight. Shortly after departure and on climb out we were taken off the SID by ATC for vectoring around some moderate to extreme weather echoes and became very busy below 10;000 ft. At this time I noted that the EICAS screen started displaying the caution message 'ANTISKID'. I called it out to the First Officer and Pilot Flying; and stated that since we were busy on climb out going around weather we would address the issue once we get out of 10;000 ft. and the terminal area since it was not time critical. We subsequently exited the area of weather; received further climb.At this time I noted to the first officer that the ANTISKID EICAS message had gone away but that I was going to get out the QRH to address the message anyway noting that ANTISKID had been a prior requirement of the MEL. Throughout the entirety of the flight the ANTISKID EICAS caution message would return and go away some 6 times. After discussion with my First Officer it was my decision that based upon the past day's events; and the fact that we were operating on MEL 32-XX-XXX; that even though the ANTISKID EICAS message did not persist at the time; the safest and best course of action would be to assume the system was unreliable and to operate the aircraft according to the QRH. We ran the QRH; and it called for a landing with autobrakes off and led us to the performance inflight section of the QRH for non-normal landing distance for ANTISKID/ANTISKID OFF. At this time I decided to use all resources available to me and have AIRINC connect me to Dispatch and Maintenance Control to get everybody in the loop on our situation and my decision making process and have everyone on board with the situation. I had Dispatch back me up on the non-normal landing distance for ANTISKID/ANTISKID OFF and chose the flaps 30 option. They ran a live calculation for me for landing on Runways 18C and 18L in CVG. All were in agreement on the plan of action for landing in CVG. At this time the First Officer had received the weather for Cincinnati and we coordinated with Center to have them let CVG know we would be requiring landing on 18L. The QRH also states to use light and consistent braking on rollout to avoid possible tire blowouts. The First Officer and I decided at this time that I would become Pilot Flying and perform the landing to prevent the possibility of brakes grabbing at a changeover of control and to ensure consistent braking throughout the rollout. Proper procedures were followed for setting up the approach; the approach was briefed with special considerations from the QRH discussed; and the deferred items descent and approach checklists completed. Upon checking on with Approach Control I asked the First Officer to let them know that we would not be declaring an emergency but that we would like to use the entirety of the runway and have CFR (Crash; Fire; Rescue) at the end as a precaution in case we ended up with a hot brake or anything of the sort. ATC then stated that they would roll the trucks and at their discretion they were going [give us priority]. We acknowledged this declaration and continued with an approach to a landing. On landing we used max reverse and minimal braking to exit the runway at the end of 18L. Upon rollout to the end I had the FO bring up the status page and noted that the brake temps were all zeros. We told CFR we would not be requiring any further assistance and they left informing the Tower. We were instructed by Tower to taxi to the ramp at our discretion and we blocked in at XC:16.,
1676562,mel,Prior to departure the flight crew noticed the pin in the halon fire extinguisher was missing in the cockpit. Maintenance came and decided to replace their fire extinguisher with the fire extinguisher from 1L. Then when we asked if they were going to replace the 1L extinguisher. They took the one from the one aft of the aircraft; telling us we didn't need it [and] leaving us with only water extinguishers in the back. Being most classes of fires require halon; this is unsafe. Being time is of the essence when fighting a fire; we wouldn't have time to run to the front of the AC for a halon which could cost many lives.,
1679792,mel,Aircraft had left ram air door placarded with MEL 21-4.  On recall after pushback; left air conditioning and pack light illuminated. Returned to gate and ZZZ Maintenance signed off logbook allowing warning lights on ground when MEL specifically only allows lights in flight. I refused aircraft.,
1681089,mel,Dispatched with MEL 32-XX-XX ECAM Brake Temperature Indication(s). [Aircraft Release] showed #2 ECAM Brake Temperature Indication Inoperative.Later discovered enroute that maintenance had entered an update to the work in progress for the #2 ECAM brake temperature indication including ECAM Brake #1; #5 and #6 temperature indications to the list of inoperative indications. It is my belief I dispatched with the incorrect MEL description. I should have had maintenance include the additional inoperative ECAM Brake Temperature Indications prior to accepting the aircraft. Post flight I discussed the issue with 2 line mechanics; Maintenance Control and the Duty Officer. All maintenance personnel believed that because the MEL allows us to dispatch with one or all indications inoperative; the maintenance work update was sufficient to update the MEL and it does not matter that the MEL did not include the #1; #5 or #6 ECAM Brake Temperature Indications into the MEL description. My Duty Officer was like me; unsure.The question arises if it is legal to dispatch with an MEL and later add updates to include more inoperative items under the same MEL but with no change to the initial description. My heartache to this approved procedure is that these maintenance updates can be pages long. Pilots want to know in the MEL description what is broken so they can adequately brief their MEL operational procedures. If a maintenance update is made that includes additional items to that MEL; I believe the MEL should be updated to include all items in the description. Before I left the aircraft; Maintenance did agree to include the additional inoperative items in the next Aircraft Release. I later checked and they complied with my request.,
1681828,mel,2 AMT's were assigned to troubleshoot a [deferred maintenance] item Seat 1A Electric position Functions inop. They found that the harness leading to the remote control (retractable electric cable) was bad; and that we did not have one here. The AMTs contacted [Maintenance Control] for MEL [A] to put that portion of the seat inop (the seat was still usable through alternate controls). When [Maintenance Control] was contacted; they said we also need to put MEL [B] (Flight Crew Rest Facilities and Equipment) on the aircraft as well. The AMTs complied with [Maintenance Control]; and added that MEL on the aircraft.The question that came into play; was that as per [MEL B] Para. C; because this was seat 1A (or 2A) a seat must be clearly identified for flight crew rest; and a placard must be installed (For Flight Crew Rest Only/ Class 3 Rest Facility); and then Para D. states to contact Dispatch with the seat numbers that will be used for flight crew rest.And this then became the issue. How does the AMT putting the MEL on the airplane know what seat will be used for flight crew rest? We spoke to [a supervisor]; and he said it would be assigned locally; but again; how can the AMT be compliant with the MEL at the time of issue? The AMT has no way of knowing seat availability; etc. We also were told that this was a Class I flight; which did not need a crew rest seat; but if it was a class III flight; then it would.This issue was brought to our attention by an FAA inspector that was onsite. We all believe both MELs [A] and [B] should be clarified to give clear and concise directions on how to comply with MEL. As it is written now it leads to different interpretation between Aircraft Maintenance; [Maintenance Control] and Dispatch. This was confirmed during the FAA inspection when we received three different ways to comply with MELs. So as not to bring confusion when getting an MEL; or to make sure the AMT is compliant when applying the MEL we asking both MELs to be revised.,
1682250,mel,After switching into a new aircraft due to ACARS no comm; and we immediately noticed an MEL for the Fuel monitoring system (MEL XX-XX-XX). At the time of fueling; we still had the right side fuel pressure readout operating. Reading the MEL and talking with Maintenance Personnel; we understood our procedures and what to accomplish in order to track fuel quantity/burn in order to operate safely. Shortly before pushback; we lost the right side fuel quantity readout. Maintenance Personnel were still on board. We showed them and they said we are still good to go. The Captain also called Maintenance Control and informed them of the loss of the right side quantity fuel readout. After referencing the MEL; Maintenance Control said we were still good to go since the MEL references EICAS Fuel Tank Quantity Readouts (Left; Right; and Total). We continued with our flight preparations and checklists and pushed back a few mins late. We departed the airport and landed at our destination with no issues and tracked fuel burn utilizing the FMS as instructed in the MEL. Upon landing and waiting for Contract Maintenance in order to refuel and comply for the return leg; the Captain called Maintenance Control again to inquire about Contract Maintenance and when we should expect them. Maintenance Control this time after hearing that we had now lost the right quantity indications; informed us that our aircraft was down for Maintenance. Hearing this; we were surprised since it was different than we were told at our departure airport. We re-referenced the MEL and saw that it states lower in it 'One main fuel tank quantity readout plus total quantity readout may be inoperative provided)'. After reading this we realized that we should not have departed our departure airport.The cause of the event is because of human interpretation errors in a dynamic operating environment. The drive to get out on time in this environment while utilizing aircraft that are operating with aircraft that have complex MEL issues lead to human comprehension/interpretation errors. If we had returned and read/comprehended the MEL after the loss of the right side quantity indicator; we would have realized the aircraft was not suitable for operation. Ensure that we foster an environment that ensures pilots do not feel pressured to execute to quickly.  As a pilot; I will ensure that I am reading and comprehending all MELs in the future and re-reference even after hearing from a second source we are able to continue.,Received a plane swap into an aircraft with inop left/center/total fuel readouts with the MEL XX-XX-XX. Half way through fueling the right wing we lost the right indication. I immediately called Maintenance telling them this MEL doesn't apply anymore. He sternly said it is written up for all readouts to be inop and we do not need another write up and signed the plane back into service. Looking at the MEL headline it does say 'left/right/ and total' can be inop; which is what we were going off of. But after landing in ZZZ1; I called MX to run through the MLI readings chart. He asked about my right fuel which I told him MX said we were okay with the current MEL. He stated no; and upon further reading we realized we missed a portion of the MEL that stated only one side can be inop only.  New airplane with tight turn lead to rushing of the crew; which lead to misreading of the current MEL. Slowing down more even if it is a delayed flight; read carefully through the MEL's don't follow just the headline for guidance.
