,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1379165,manuals,Aircraft X was holding in position on Runway 01R and was told by Local Control; 'Aircraft X RNAV to TYDYE; RWY 01R cleared for takeoff.' The pilot keyed up the frequency and spent approximately 10 seconds trying to mumble his way through the RNAV phraseology. He was wondering out loud on frequency if he shouldn't have been issued 'RNAV to TIPRE' which is the first fix depicted on his flight plan that was issued from Clearance Delivery before realizing that TYDYE was the first fix off of the runway; then realizing it was not depicted on the PDR portion of the clearance; and then finally saying 'cleared for takeoff.' By this time; so much time had passed that the Local Control had to immediately cancel his takeoff clearance to prevent a runway incursion with the aircraft arriving on runways 28. I was the controller being relieved. The RNAV phraseology is useless in our normal L28/D01 configuration and only adds to frequency congestion while also creating confusion for pilots and controllers alike. It makes runway incursions more likely as it takes longer to clear aircraft for takeoff; and when we are busy we frequently only have a few second window to get those planes rolling before they need to be shut down for aircraft that are landing on the crossing runways. The extra phraseology not only occupies time on frequency; but it slows down the pilot's reaction times as they aren't pushing the throttles forward right when they are cleared for takeoff; but rather taking time to check their routing in their FMS before engaging the throttles. In an airport such as ours where; during busy rushes; each takeoff clearance only has about a 3-4 second window in which it can happen; that extra time is unacceptable and a distinct safety hazard. The extra 'tightness' of what are already tight holes can cause controllers to have tunnel vision and focus more on whether that operation is going to work; while becoming distracted away from other tasks and aircraft that also require attention to maintain separation.I recommend that we remove the 'RNAV to...' phraseology from being required when there aren't multiple possible fixes to RNAV to on a given SID. Knowing that aircraft has received and acknowledged the clearance is more than sufficient. The 'RNAV to' phraseology only adds confusion and creates more opportunities for errors from both pilots and controllers. It is unnecessary and unsafe and shouldn't be required when there is only one RNAV to point on a given SID.,
1387855,manuals,I was at an uninvolved sector; but have observed far too often the South Area (Boiler sector 46) and the East Area (Joliet sector 83) continually give the Southeast Area SBN arrivals too high and not in compliance with the facility Standard Operating Procedure (SOP) which says that arrivals shall be at or below 24;000 feet 80 miles from their arrival airport. In this case; aircraft X east-northeast-bound from Sector 46 through the southeastern tip of Sector 83 (perhaps on a point out) descending from 28;000 feet at 80 miles from SBN. I measured again later and the plane was at 24;000 feet 60 miles out.O'Hare was landing west and the receiving Sector 35 had moderate O'Hare arrival traffic descending northwest-bound somewhat head-on with the SBN inbound. Bearz also had conflicting westbound traffic going to MDW. It is a far too regular occurrence that surrounding sectors don't abide by the 80 miles at 24;000 feet facility SOP which leaves Bearz having to expedite the SBN aircraft down; vector the aircraft north or south; and/or halt the smooth descent of ORD/MDW traffic.It is unacceptable. I had a situation the day before with a plane descending from 32;000 feet 65 miles from SBN and I was the receiving controller. I printed the strip and believe it's at home and intend to ATSAP that too!Recommend an SOP restriction be added to the southeast/east and the southeast/south area SOPs. The restriction could be something like 'SBN inbound traffic shall be at FL190 by the Kokomo 32/Peotone 44 sector boundary; routed OXI..KSBN; with Kokomo 32 and/or Bearz 35 (when combined) control for turns'.,
1389630,manuals,B737 was climbing westbound at the west side of the lateral confines of the DSV sector. 32000 feet was displayed as an interim altitude with 38000 feet on request and flashed at the HUD sector. HUD sector took the handoff changed the data block interim altitude to 33000 feet and handed off to LAK sector. LAK took the handoff and removed the interim altitude to show climbing to 38000 feet. They did not have communications with B737. B737 was not under the lateral confines of their airspace which makes this illegal and unsafe. No back coordination was done either. Not that it would have make it anymore legal or safe. Only change the data block when the aircraft is in your area of jurisdiction or you are talking to the Aircraft. Not a safe way to work.,
1390191,manuals,I was working Local Control. Landing and departing Runways 30 L/R. Arrivals were spaced minimally to get one departure out between arrivals; but just about everyone was 'tight'. There were gusty winds (310 at 25 gusting 35) with gains and losses of 10-15 knots. The ground speeds of the arrivals were pretty slow due to the winds; but it seemed that they were not consistent with maybe one out of 5 arrivals at 'normal' ground speeds. This made the situation much more difficult to judge whether or not to 'go in' with a departure.I had put aircraft X into position on Runway 30L with aircraft Y on approximately 3 mile final. After the previous arrival was clear of the runway; I then cleared aircraft X for takeoff. After the takeoff clearance was issued; an aircraft in the que for Runway 30L asked about their sequence. I looked down at my board briefly to check where I wanted them and then told them to 'stand by'. When I looked up to check the status of the departure I saw they were rolling approximately 4;000 feet down the runway. I then began looking for aircraft Y to determine their position. I was looking at short final where I expected to see them. I was unable to find them for a moment. They then appeared from behind a post between two of the panes of glass approximately 1;000-1;500 feet down the runway and in a flare to land. At this time aircraft X was well into their rotation and just lifting off.I made the determination not to send aircraft Y around due to their proximity to the ground and the fact that aircraft X was now airborne. I am not sure if the arrival was faster than anticipated or the departure rolled slower than anticipated.In this particular situation with the winds and minimal spacing between arrivals my workload was much too high to be talking to the aircraft inquiring about their sequence. I should have been focused on aircraft Y's ground speed and location as well as aircraft X's departure roll. I should have asked for additional space between arrivals from approach.,
1392208,manuals,I attended a ground based initial training event. For several weeks I had been preparing using the Operations Manual to include the company SOPs section as well as the company Minimum Equipment List. Upon arrival; the Check Airman presented my training partner and me with loose leaf papers which may have had both typed and handwritten font. I was informed that these loose leaf pages were what the pilots used to complete tasks; such as callouts and the address of emergency and maintenance malfunctions on the line. These loose leaf papers are not included in the Operations Manual. After querying the Check Airman about discrepancies and omissions in the manuals; I was informed by the Check Airman that the line pilots are forced to improvise their procedures as the company does not provide adequate materials; in the way of manuals in particular; to the pilots. An example of this is that the manual does not include when the pilot should turn on the ANTI SKID/ NOSE WHEEL STEERING SWITCH. This example is only one among many. I had also noticed that the company Minimum Equipment List had items listed in incorrect sections in reference to type data certificate codes. Most of the errors that I witnessed were included in the most recent FAA audit. I believe this situation is caused by either a lack of care; ignorance; or even possibly criminal activity. I discovered the problem gradually as I progressed through ground training first noticing the situation by the overabundance and overreliance of the new hire class on 'gouge'. Once the Check Airman confirmed that the pilots were forced to use 'gouge' to get through training and to work on the line; I realized that I had to excuse myself from the situation. My recommendation is emergency suspension of the company's Air Carrier Certificate until such a time that the manuals are more in-line with the manufacturers' recommendations and specifications and at minimum provide the pilots with manuals with which to perform their duties adequately without the need for 'gouge' and 'improv'.,
1392904,manuals,Arrived LFPG on VEDUS 6E Arrival. Then assigned LORNI 3E. Could not find this arrival. Recently Jeppesen moved a number of arrivals to a different tab - one labeled APPROACH. These are not actually approaches; these are arrivals. That's the 1st issue. Secondly; Jeppesen has RNAV ARRIVALS and RNAV NIGHT ARRIVALS. Which would you use around midnight?Using common sense; of course; I looked under NIGHT ARRIVALS (Found LORNI 3G). Wrong! It was under the other tab. We knew time was limited; so we told approach we needed vectors/ no problems with any traffic.Jeppesen needs to re-arrange arrivals and approaches into LFPG. This was never a problem in the past. Put arrivals under the ARRIVALS tab; not the APPROACH tab. And; if you have a separate tab for NIGHT ARRIVALS; make sure that's what they use at night. We eventually found our arrival under the other tab.,During our flight to LFPG we were given direct LORNI. This is the last fix on the VEDUS6E STAR into LFPG. Approaching LORNI; ATC told us to fly the LORNI3E for ILS Runway 9L. This Arrival is not in the FMS database. Neither is the LORNI3G; which is now used for Night Arrivals.The captain (PF) and I expected a night arrival since it was late evening Paris time. Not a day time arrival. We could not find the proper approach chart nor the LORNI3E STAR to load into the FMS. Since we were quickly approaching LORNI we advised ATC that we were unable to fly nor had the LORNI3E STAR available. ATC gave us vectors and descents for downwind; base and an intercept to the ILS 9L. No further questions were asked by ATC; nor were we not where we were supposed to be. As a safety event for others I am writing this report.A lack of explanation of when the Night Initial Apch chart is used going into LFPG. 21-03B and 21-03A have no time frame on when they are used or not. Nor are they listed and displayed with the Stars in the ipad Jepp app. It does mention that ATC can change; use or not use the night arrival. The captain and I checked several times on our descent into Paris and neither of us could find the arrival in the FMS. Both the captain and I have been into LFPG several times and were stumped.Some explanation of how to properly use the RNAV Night Initial Apch Chart; how to properly load the FMS for the arrival and descent.So that ATC is aware of an occurrence such as this; proper communication should be made as we did so that clearances are not deviated from.
1392993,manuals,TRACON gave us a release through our automated system for Aircraft X off Runway 13 climbing to 3000 feet on a 180 degree heading. Then they gave us a release 1 minute later for Aircraft Y on a SID climbing to 3000 feet heading 180 degrees. I had cleared Aircraft X for takeoff Runway 13 on the south heading and put Aircraft Y in position on Runway 10. I shipped Aircraft X to TRACON and waited about 1 minute for spacing then launched Aircraft Y runway heading before turning to the 180 heading to give departure more room to clear Aircraft X. As Aircraft Y was cleared for takeoff on Runway 10 heading I was doing my runway scan. As Aircraft Y was rolling I noticed Aircraft X turn eastbound still in my airspace south of the field at 2400 feet. Cab Coordinator was quick to request runway heading for Aircraft Y via the shout line. TRACON response was 'you asked for 180' and 'unable' at this time. Aircraft Y was already airborne and Aircraft X was northbound 1 mile off the departure corridor. At this time Cab Coordinator and Controller in Charge were made aware of situation and were in communication with TRACON which provided us no answers. No coordination for turning Aircraft X below the Minimum Vectoring Altitude and crossing the departure corridor for a jet they had given us a release on that was already airborne. All I could do was point out the traffic to Aircraft Y which advised the traffic was in sight. I apologized to the aircraft and advised we were not made aware of the aircraft that turned across his departure path. Once Aircraft Y was clear TRACON had us turn Aircraft Y to a 360 heading. Letter of Agreements give control for turns on contact to TRACON with IFR departures. We are to assume IFR separation for successive departures. However in this circumstance TRACON turned an IFR aircraft below the Minimum vectoring Altitude and across a departure path of another release they had given without any coordination. In this circumstance when Aircraft Y was cleared; Aircraft X was still southbound. I noticed Aircraft X turn east as Aircraft Y rolled. We quickly tried to correct the situation with TRACON Departure Control. As Aircraft Y was airborne Aircraft X was northbound crossing its flight path. The aircraft had to have crossed paths with less than 300 feet vertical; leaving us with nothing but a traffic call due to poor coordination or a Letter of Agreement rule used it in an unsafe manner. My recommendation is cancel the Letter of Agreement for automated releases until TRACON and Tower can coordinate proper IFR separation of departures or come to a better understanding of Letter of Agreements. This was an unsafe situation and I have been left searching for answers. As a controller I have always asked what else could I have done. In this situation with the aircraft already cleared there was nothing I could have done. I do not and cannot accept this answer when we are to be in safety atmosphere. Why did TRACON not coordinate the turn across the departure corridor knowing that an aircraft was coming off Runway 10? Why did they continue to cross Aircraft X when Aircraft Y was departing and they were advised?,The recommendation I would make is that the Letter of Agreement specify that even though TRACON has control for turns on IFR departure aircraft on initial call they will not turn them into the departure corridor for the active runways. Also; when Tower calls over looking for help on an imminent situation that TRACON not be cavalier in their response. The aircraft got very close during this incident (approximately 300 FT and 0.35 NM) and the TRACON Controller wanted to make a point that Tower had asked for the heading instead of trying to assist in the situation.
1397717,manuals,We have a recurring area of confusion between controllers and pilots. To my knowledge; and to the knowledge of our ATCT supervisor; there is no written documentation by the FAA of the common phrase 'report a 3 mile [left/right] base.'When ATC uses this; they want the pilot to enter an extended base leg (extending perpendicular from the runway approximately 3/4 mile from the runway threshold); and report 3 miles before turning final. When some pilots hear this; however; they will widen the entire pattern by 3 miles; and set up as if they are going to turn a 3 mile final; which sometimes messes up the sequence for ATC.I saw the FAA successfully resolve the final vector 'direct to the FAF' issue on instrument approaches that callback noted several years ago; and this is a similar system issue that should be addressed.,
1401076,manuals,I wasn't aware there was a problem; until the supervisor asked about two VFR aircraft into OGG. I had a sequence of 5 aircraft inbound that I had called in OGG Tower. We need to call in the sequence to the Tower; ever since the new Letter Of Agreement took effect. We are responsible for all sequencing to OGG Tower; and we are responsible for calling the sequence to them.Three days ago we changed all our scratch pad coordination with OGG Tower; so the scratch pad coordination; and the rules are very new and very confusing. I had called OGG Tower to tell them that Aircraft X had Aircraft Y in sight and was following him. I couldn't type in both the scratch pad coordinations of 'LB5' and 'VV' so I just put in 'LB5;' but Aircraft X was following Aircraft Y. I couldn't have made this more clear; but OGG Tower said they had to take 'evasive action.' I don't know why. I specifically told them that Aircraft X had Aircraft Y in sight and was following him to the airport for a left base for Runway 5.I honestly believe the new Letter of Agreement is very detrimental to our operations at OGG. I think the users are suffering because of all the rules OGG Tower wanted to place into effect. The new LOA also creates a lot of coordination and phone calls.My solution would be to make OGG Tower a contract tower. We do not have these problems at [other] airports that are contracted out. I think our operations would run more smoothly if OGG Tower were not run by the FAA and just a contract tower. As OGG Approach we run the sequence; OGG Tower doesn't really do anything that a control tower could not handle.,
1402845,manuals,A C560; IFR; was cleared for the Visual Approach by my trainee to runway 29R while the active runway was runway 11L. I did not catch the incorrect issue and assumed the trainee got it correct given the aircraft proceeded to runway 11L once talking to the tower. A VFR P28R was inbound on the VFR practice approach to runway 29R. Upon further review; I had the incorrect understanding that [The P28R] only required 5 miles spacing and coordination with Stockton tower for opposite direction procedures. Upon further review; [the P28R] required 10 miles spacing. As the instructor I did not catch the incorrect application of the Opposite Direction Procedures with Stockton Tower and it is on me. This combined sector was extremely saturated with traffic and I was conducting OJT (On Job Training) when the incident occurred.I have been at NCT for eight plus years and all too often we are required to work the combined sectors with heavy traffic; moderately difficult complexity; frequency congestion; and often not enough staffing for a Radar Assist position. This is the second 'significant event' at these sectors while combined in the past months. Nothing ever changes and we will probably still be working sectors combined long into my retirement but it is an unrealistic expectation to think one person working these sectors combined during heavy traffic saturation is really providing the best service to ALL the users within their airspace.,
1403322,manuals,[This aircraft] has three [orders] for temporary repair of the Main Cargo Door seal depressors. [Three maintenance procedures] are all sources of temporary or permanent repair depending on which door has the damage; where is the damage located on the seal depressor; and whether it is a permanent repair or temporary. [An engineering authorization procedure] has just been revised to allow the temporary repair of the seal depressors if they are out of limits for all other sources the tracking of this EA (Engineering Authorization) is nonstandard tracking form the normal tracking procedures. The EA tracking criteria was entered in the [system] at the time of issuance as evidenced by the latest MX action; the tracking did not start normally and the reinspect did not get accomplished. The OEM (Original Equipment Manufacturer) has very strict tolerances for the seal depressors on all of the cargo doors on the 767. Due to the extreme number of out of service events in the last 4 months; [company] engineering has been issuing EA's and SR (Structural Repair) drawing internally to get more relief on the depressor. In all cases the depressor must be inspected in short intervals and replaced with 7 to 10 days depending on the damage. If the tolerances for Temporary or permanent repair are going to be relaxed in order to meet the flight schedule; then it should be done from a standpoint of meeting the demand of the problem. As it happens; several EA's have been written and revised; an SR drawing was released and so on. Each time a different criteria for permanent repair or replacement.,
1405499,manuals,The First Officer (FO) and I were on a visual approach on the last leg of a four-day trip; landing after midnight and over an hour late. While slowing and configuring for the approach as I moved the flaps to 5 the yaw damper kicked off and I noticed immediately that the flaps were not tracking. A visual check; gauge check; and leading edge lights check indicated no movement. At this time I took control of the aircraft to bring it back to 220 knots; level off and assess the problem. There were no additional indications of failure of any kind. It was unclear if the flap needle had moved at all. I then asked the FO to break out the QRH. We [advised ATC] and asked for delay vectors away from terrain which also required a climb to 8000 feet. Upon inspection of the QRH; it was unclear to both of us which checklist we should be following. The first checklist listed is the All Flaps Up Landing. This checklist; however; does not offer up a solution but points to another checklist; the Trailing Edge Flaps Up Checklist; and does not direct you to a page. Returning to the index page you have the Asymmetry which did not fit the situation and Trailing Edge Flap Disagree checklist that at the time; didn't seem right either. By this point we had already bored holes in the sky for ten minutes. I knew from training and experience that I should be looking to use the alternate flap switch. Looking to the Trailing Edge Flaps UP Landing Checklist I keyed in on the Alternate Flaps Master switch statement and put the checklist down. The Alternate Flaps switch worked; and as a team; with the FO flying; proceeded to move the flaps one setting at a time to make sure we had correct movement and no asymmetry. With successful movement to include lights and indicators and the fact that we were in VFR conditions I was satisfied with the result. I took back control of the aircraft from the FO and told ATC that we were ready to land. From that point we proceeded to continue to configure and land with a flaps 30 landing. At the time I believe both of us were satisfied with the result; but both of us were frustrated with the amount of time and effort it took to figure out the solution.It was only after a discussion of the incident a few days later that I realized I had missed some key steps in the checklist and that I actually hadn't continued or finished the checklist. In the VFR conditions we had this solution seemed appropriate; but if the weather had been different or if I had lost an engine on final approach I would have caused myself some additional problems due to the position of the flaps at 30 for landing.My frustration with the QRH on this particular problem became clear to me which caused me to revert back on my knowledge of systems; but in my haste to solve the problem I also forgot some key concepts in using the checklist which I attribute to fatigue. The FO on this flight was relatively new and therefore didn't have a lot experience to call on for this particular event; but was having the same problem I was; matching our indications to the proper checklist. I believe it would be helpful to rewrite the flap checklists into one checklist that then direct to follow-on checklists as you proceed through it. Also using page numbers would be helpful as opposed to just telling you to reference a title. In this particular malfunction the factors to consider and obvious solutions should be printed right up front rather than further down in the checklist as they would be the same for all of the different types of flap malfunctions.,While I flew; the Captain ran the QRH and then briefed the landing as flaps 30 via the alternate extension. The Captain then took the flight controls while I operated the alternate flap switch and we proceeded to land. My unfamiliarity with the QRH caused the CA to run the procedure as we were beginning to get close to min fuel. This caused several flight control changes and added to the overall complexity of the situation as we changed the Pilot Monitoring and Pilot Flying roles a few times. The biggest mistake I made was not speaking up. I had pulled the computer out anticipating a change in the planned landing flaps. After being briefed on a flaps 30 landing I stowed it and focused on executing the briefed approach and never asked for clarification on the procedure followed in the QRH.
1406185,manuals,Just started our descent into ZZZ. Got ENG 2 AIR SYS Fault. Had put the #2 thrust lever to idle; per the ECAM. Ran com. Message persisted so we declared and landed with 2 engine at idle.  The engineer that the captain spoke with on the phone after the event; made it sound like we could have used the engine? The Operations Manual (OM) procedure just sorta left us hanging. Didn't say we could try the engine; use the engine or shut down the engine. Or to land As Soon As Possible. I think there needs to be another action step maybe? If message persists or not... If the engine was fine; would have been nice to have. They ended up just deferring the issue; but didn't actually do anything physically to the engine to fix. Just a paperwork deferral. So that leads me to believe we just added risk to our approach and landing for no reason? Maybe the OM procedure is fine. But a little more info in the OM; in the moment; would have been helpful to me. Recommend looking at it.,At start of descent received an 'ENG 2 AIR SYS FAULT' ECAM. ECAM called for thrust lever 2 to idle; did that; ECAM message remained. Followed SOP and referenced the OM procedure. Nowhere in the ECAM or OM procedures does it ever say to bring the engine back out of idle; so we left it at idle; [advised ATC] and landed in ZZZ without incident. After landing; spoke with Maintenance who connected me to [an engine manufacturer] engineer who was in the office since this was a new aircraft. The engineer said we could have brought engine out of idle. However; that would have been against the ECAM and OM. So there is some conflicting info out there about this fault. Look into our OM procedure to make sure it is correct. I feel as if the procedure led us to perform an unnecessary single engine approach and landing. But nowhere in OM does it say to take the engine out of idle.
1407973,manuals,I have always been one to never endingly read the Operations Manual (OM) and other documents. A couple of weeks ago I was re-reading the cold weather operation section and stumbled across a paragraph that really threw me off. In the 737 OM; I read [a section of the OM relating to Winter ops] and was shocked that I never saw that before. Over the last two decades on the MD-80; I never recall that being the case. Long story short; I contacted two of my best friends that are now 737 Check Airmen for their help. I also contacted my Dispatcher on a couple of flights where freezing precipitation was a factor. He forwarded this finding to his safety rep as well. They immediately began to review other Op mans for this newly added restriction. I was told that the 767/757 also had this new restriction. I have since learned that messages are now appended to the flight plan that clarify the situation on freezing rain and other precipitation.For the record; I have NEVER seen more conflicting confusion information on a topic of such importance. It needs to be clear and concise. Easy to follow along and easier to understand. The entire winter ops ...ice ...cold weather section is NOT any of this. Also; and probably more importantly; every time something is updated in any of our manuals on the iPad; you basically have NO idea what was changed/modified/deleted. This has been a complaint of mine since the inception of the iPad. The iPad screen may say 'Data Current'; You're Ready to Fly'; in my humble opinion; I beg to differ. I look to the front of the manual for what has changed in the highlights section; and there are comments like; Section updated; paragraph deleted; note updated. It is now impossible to keep track of important safety of flight information. In the 'old days' we could make and keep notes in the margin and review changes. NOT ANYMORE. I have brought this up long ago; but was brushed aside.,
1412144,manuals,While troubleshooting a number 1 engine fire detection system I installed a printed circuit card that I have now determined to not be the correct part number applicable to the equipment code position. While researching the part number prior to installation I was confused by the effectivity. While processing the part for return; I found the correct part number on the printed circuit card that I had removed. Upon research I realized that I had installed a part without proper effectivity.,
1413053,manuals,Aircraft X sent me an ACARS message that they were in airborne holding for their destination YUL. I calculated the bingo fuel for the listed alternate SYR and responded. The calculated bingo was only a few hundred pounds above what the crew stated was onboard. They further advised that the current winds exceeded crosswind limitations. I looked at the most recent METAR and calculated a steady state crosswind of 13 KTS for the runway (24L or R) in use. I messaged this to the crew. Canada does not report Runway Condition Code (RCC) so I looked at the current YUL D-ATIS and determined the appropriate RCC code would be 5. Referencing the Runway Condition Assessment Matrix (RCAM); the lowest maximum allowable crosswind for RCC 5 is 24 KTS. The winds were well within this limit. The crew messaged that they were diverting to SYR. This was followed up by an ARINC call from the crew. (Incidentally; I may have missed one of the required elements of 121.711 during the call. It only adds more stress to an already time critical situation to have to look-up a half dozen things to state during an ARINC call.) After the flight landed in SYR the Captain called to discuss the course of action. During the course of the call; I asked how they had determined the wind had exceeded crosswind limitations; since I had dispatched the flight on different calculations. The crosswind limitations in the Flight Crew Manual (FCM) are different from the limitations [available to Dispatchers]. The Captain did state that they were using the FCM limitations. However; according to the Dispatch Trainer; the [Dispatcher] guidelines are the current policy and procedure until the FCM is revised. Apparently; this wasn't standardized with the pilot group. We are now well into the winter season with contaminated runway and crosswind considerations but have not received any further official guidance. This is a significant safety issue; especially considering other operators have already experienced runway excursion incidents.,
1413332,manuals,Our off-duty time/release was listed at the original off-duty time and was not corrected when we landed later than scheduled. Upon the conclusion of our duty; I sent a message to Dispatch asking them to correct the time. Dispatch responded by updating it to only 30 minutes off-duty from block-in. I responded explaining that we required the full hour shutdown; were not given prior notice and that as the duty-end time had already passed by; that I could not undo the work already done. They would need to change it. They responded to my message quoting an incorrect FOM policy which allowed them to make the off-duty time 30 minutes. They were actually prepared to duty us off in violation of the Regulations simply to meet their needs and in spite of my objections informing them the work was already done. I contacted the [dispatch]. The matter was resolved one hour and twenty minutes after my off-duty time. Therefore I voluntarily rested for 8.5 hours in violation of the regulations instead of having the rest time reset to provide the required 10 hours. We were approximately 20 minutes behind schedule when we landed. Upon arrival we cleared customs who showed up with two customs cars and conducted a more than thorough search of our passengers/baggage. Then clean; restock; lav and fuel. This took the full hour that was planned. We continually caution that turns requiring customs clearance should be given more time. As in almost every case; this flight was not given the additional time. So we were twenty minutes behind on our departure. Because our proposed time of arrival of the current leg was right at 13 hours and followed by minimum rest for a live leg the following morning; I sent an email to dispatch during the 1.5 hour flight advising them of the delay and the reasons for it. That email went unanswered. When we landed; the off-duty time was not corrected. When I queried them to correct it I was informed that they were going to give me 30 minutes instead of 60 per the FOM so that they could meet the scheduled live leg after minimum rest. Even though I sent the...notice of our delay with sufficient time to inform the owners of the delay in their flight time the following morning; our operations center was willing to change their records in order to reflect what they falsely believed was a correct time to meet the regulations after the fact. This is extremely concerning as it is an attempt to adjust the books so that the records reflect something legal when in fact it violates the most coveted rest requirements. It wasn't an innocent mistake. I informed them the work was done and they still wanted to do it. They only corrected it AFTER they were instructed to do so by the [Duty Manager]. I contacted the [dispatch] who informed me that the section of the FOM that was quoted and being used by [Operations] was a typographical error discovered only two days prior to this event. Apparently [Operations] had not been informed of the error and was using the section to illegally adjust duty times. After his call to [Operations]; the duty time of myself and my co-pilot was adjusted to the correct time.,At no time were we told our time would be shortened at [destination]. Maybe if they had told us in advance we could have made alternate arrangements for the aircraft and ourselves.
1419247,manuals,During our preflight and pre departure tasks; the Dangerous Goods (DG) Agent noticed that one of the hazard pallets (1L) was loaded backwards. He brought this to our attention and I tasked the RFO to ensure that we had the needed 18 inch clearance with the pallet and the airplane. The Ramp agent and DG agent made several phone calls to be positive that they were measuring the 18 inches correctly. Myself and the RFO opened our DG Job Aid that is located in the iPad where we wanted to review that the pallet was in fact correctly loaded. Under Item 13--18 aisle on left and aft sides of the ADG pallets. Well it just states you need 18 inches; but not where you measure from. So we asked the subject matter expert-DG Agent; Ramp Agent; and they ensured us that we had 18 inches from the freight to the fuselage and the pallet to the fuselage and they had made several calls to confirm the correct way of measuring. They had a tape measure and the RFO did confirm the correct distance; 18 inches; was in fact there. On the FOM Flight Crew Member Inspection of DG; we reviewed all the items there and I was satisfied we were properly loaded and that a total reload of the aircraft was not going to happen. So why the report? Once airborne the RFO continued to review everything and discovered on FOM under pallet requirements conflicting information to the DG Job Aid and the info given to us by the DG Agent and Ramp Agent. It states that the 18 inch aisle way is measured from the edge of the pallet to the freight on the pallet. Not from the pallet to the tube. It also states that the pallets are loaded on the left side must have an 18 inch aisle along the left and aft or left and forward sides. Well we did not have a 18 inch aisle along the pallet to the freight (left forward sided) because the pallet was loaded incorrectly (backward). We did not rush and I was not pressured to take the jet 'as Is' versus reloading it and taking a delay. No doubt this was weighing on the Ramp Agents mind as both the Ramp Agent and the DG Agent claimed they made 3 calls to confirm the correct measuring of the pallet. The DG Job Aid in the Secure Content locker is a great tool. It however is incomplete on concerning the 18 aisle and it differs slightly on where the measurements are from. It excludes 'LEFT AND FORWARD' (from the FOM) where we did not have the clearance. Where did the breakdown occur---DG Job Aid's incomplete Info versus the FOM. My trust in the DG Agent knowing the correct way to measure and WHERE to measure from to obtain the 18 inches. My Recommendation is to update the DG Job Aid to mirror the FOM.,Once airborne the RFO continued to review everything and discovered on FOM under pallet requirements conflicting information to the DG Job Aid and the info given to us by the DG Agent and Ramp Agent. The FOM states that the 18 inch aisle way is measured from the edge of the pallet to the freight on the pallet. So even though we followed one guideline; we may have inadvertently violated another. My Recommendation is to update the DG Job Aid to mirror the FOM.
1420603,manuals,While finishing the Transponder Operational Checkout procedure the manual states to close all the probe heater breakers and to shut off electrical power to the aircraft which coincided with the beginning of the afternoon scheduled break. Upon returning from break the aircraft power was reapplied to verify several non-thermal circuit breakers were not in a 'locked' state and after 5-10 minutes noticed the #1 airdata and standby airdata information on their respective displays depicting an uncommanded steep decline in airspeed and altitude. After 20-30 seconds of this aircraft power was shut down and it was later discovered that all the airdata probes heated with no notice or warning. After evaluation; it was found the two probe test adapters and the two aircraft airdata probes were damaged and needed repaired/replaced.It was discovered after the incident that in the Aircraft Maintenance Manual in Chapter 12 there is a procedure to configure the aircraft for maintenance. Among the many items listed there is a warning which states that all probe heater circuit breakers should be pulled and collared; failure to do so could result in uncommanded heating that could result in injury and damage to the aircraft. I would suggest that the Chapter 12 Configuration of the Aircraft for Maintenance be accomplished AT ALL TIMES this type of aircraft is in for a maintenance event at our hangar. I would also like to suggest the aircraft manufacturer amend their maintenance manual to make technicians performing maintenance on the airdata system OR the activation of the weight on/off wheels procedures be directed to the Chapter 12 warning of the heater probes. I feel that one of these two actions could have prevented the mishap which we experienced.,
